Establishments,Address,City,Zip,County,Type,Date,Violations/COS
"Arden Sub Shop","2115 Marsh Road","Wilmington","19810","New Castle County","Followup","04/20/2007","3-501.17 , 5-202.11"
"Arden Sub Shop","2115 Marsh Road","Wilmington","19810","New Castle County","Followup","07/03/2007","None"
"Arden Sub Shop","2115 Marsh Road","Wilmington","19810","New Castle County","Routine","07/10/2008","None"
"Arden Sub Shop","2115 Marsh Road","Wilmington","19810","New Castle County","Routine","01/15/2009","3-302.11 /Yes"
"Arena's at Newark (N140709)","168 E Main St.","Newark","19711","New Castle County","Other","12/10/2014","None"
"Arena's at Newark (N140709)","168 E Main St.","Newark","19711","New Castle County","Routine","01/15/2015","None"
"Arena's at Newark (N140709)","168 E Main St.","Newark","19711","New Castle County","Routine","07/22/2015","7-204.14 /Yes, 4-501.114 /Yes, 6-501.15 /Yes"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/02/2009","4-501.114 /No, 4-601.11 /Yes"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Followup","02/09/2009","4-501.114 /No"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Followup","02/17/2009","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","08/06/2009","3-301.11 /Yes, 4-601.11 /Yes"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/18/2010","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","08/25/2010","4-601.11 /Yes"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/07/2011","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/07/2012","3-501.14 /No, 5-204.11 /No, 4-501.114 /No"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Followup","02/17/2012","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/12/2013","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","02/12/2014","4-501.17 /No"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Followup","02/19/2014","None"
"Arena's Café (S077180)","17314-53 N. Villiage Main Boulevard","Lewes","19958","Sussex","Routine","03/04/2015","4-502.11 /Yes, 3-501.19 /Yes"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","02/28/2008","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/05/2008","3-301.11 /No, 3-501.16 /No, 3-501.17 /No, 4-501.114 /No, 4-601.11 /No"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Followup","09/12/2008","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","03/06/2009","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/02/2009","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","02/02/2010","3-302.11 /Yes"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/09/2010","3-501.16 /No, 5-103.11 /No"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Followup","09/17/2010","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Followup","10/28/2011","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","03/28/2012","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/20/2012","4-204.111 /No"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Followup","09/27/2012","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","03/27/2013","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/18/2013","3-501.16 /No, 3-404.11 /No, 4-302.11 /No"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Followup","09/26/2013","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","03/10/2014","4-501.17 /Yes"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Complaint","07/02/2014","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","09/04/2014","None"
"Arena's Café (S087714)","4113 Highway One","Rehoboth Beach","19971","Sussex","Routine","03/02/2015","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","01/22/2007","3-501.16 , 4-601.11"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","02/07/2007","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Complaint","04/18/2007","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","04/18/2007","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","11/13/2007","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","05/29/2008","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","12/04/2008","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","06/16/2009","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Complaint","08/26/2009","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","12/22/2009","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","08/12/2010","3-501.16 /No"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","08/19/2010","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","02/03/2011","4-601.11 /Yes"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","08/11/2011","3-501.14 /No, 3-203.12 /Yes"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","08/22/2011","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","02/09/2012","5-403.11 /Yes"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","08/23/2012","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","08/27/2012","3-501.14 /No, 4-204.111 /No"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","02/27/2013","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","09/12/2013","3-501.16 /No, 8-201.11 /No, 2-102.11 /No, 5-205.11 /No"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","09/19/2013","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","09/30/2014","3-501.19 /No"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Followup","10/07/2014","None"
"Arena's Deli & Bar","149 Rehoboth Avenue","Rehoboth Beach","19971","Sussex","Routine","03/20/2015","4-501.114 /Yes"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","05/01/2013","None"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","06/18/2013","6-301.11 /Yes, 6-301.12 /Yes"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","12/17/2013","4-501.17 /Yes"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","05/20/2014","7-207.11 /Yes, 4-302.12 /Yes"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","11/18/2014","None"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Routine","05/11/2015","3-501.19 /No, 4-501.114 /No, 7-204.11 /Yes"
"Arenas at Airport (S130051)","21553 Rudders Lane Sussex Co. Airpo","Georgetown","19947","Sussex","Followup","05/18/2015","3-501.19 /No"
"Arenas at Milford (K130188)","200 N.E. Front St.","Milford","19963","Kent","Other","08/22/2013","None"
"Arenas at Milford (K130188)","200 N.E. Front St.","Milford","19963","Kent","Routine","11/06/2013","None"
"Arenas at Milford (K130188)","200 N.E. Front St.","Milford","19963","Kent","Routine","05/15/2014","None"
"Arenas at Milford (K130188)","200 N.E. Front St.","Milford","19963","Kent","Routine","10/31/2014","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Other","12/21/2011","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Followup","02/28/2012","3-501.14 /Yes, 5-204.11 /Yes, 3-501.14 /No"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","08/29/2012","3-501.14 /No, 5-403.11 /Yes"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Followup","09/05/2012","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","03/01/2013","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","09/06/2013","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","02/27/2014","3-501.16 /No, 4-302.12 /No, 4-302.14 /No"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Followup","03/07/2014","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","08/21/2014","3-302.13 /Yes"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","02/12/2015","None"
"Arenas Deli (S119478)","29935 JJ Williams Hwy UT5","Millsboro","19966","Sussex","Routine","08/20/2015","3-501.19 /Yes"
"Arful Bean (S150827)","20 Pennsylvania Ave.","Bethany Beach","19930","Sussex","Routine","04/16/2015","None"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Other","03/14/2012","None"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Other","03/15/2012","None"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","04/16/2012","7-202.12 /Yes"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Complaint","06/20/2012","None"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","10/04/2012","4-501.114 /Yes"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Complaint","10/04/2012","None"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","04/05/2013","4-501.114 /No, 5-204.11 /No, 4-204.111 /No"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","09/30/2013","6-301.11 /No"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","02/26/2014","6-301.11 /Yes"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","08/14/2014","5-205.15 /Yes"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Routine","02/11/2015","4-502.11 /Yes, 5-205.15 /Yes"
"Argilla Brewing Co. @Pietro's Pizza (N129546)","2667 Kirkwood Hwy","Newark","19711","New Castle County","Other","07/16/2015","None"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Routine","10/30/2008","None"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Routine","05/14/2009","3-301.11 /Yes"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Followup","11/23/2009","4-202.11 /No"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Routine","03/04/2010","None"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Routine","01/09/2014","3-402.11 /No, 3-302.11 /No, 3-502.11 /No"
"Arienzo's","1222 Beaver Brook Plaza","New Castle","19720","New Castle County","Followup","01/16/2014","None"
"ARK Learning Center (N150780)","534 Vandever Ave.","Wilmington","19802","New Castle County","Other","02/20/2015","None"
"ARK Learning Center (N150780)","534 Vandever Ave.","Wilmington","19802","New Castle County","Routine","02/27/2015","None"
"ARK Learning Center (N150780)","534 Vandever Ave.","Wilmington","19802","New Castle County","Routine","04/13/2015","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","06/08/2007","2-201.11 , 3-101.11 , 3-202.11 , 4-501.114 , 4-601.11"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Followup","06/15/2007","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","07/22/2008","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","08/12/2009","3-501.16 /No, 3-501.17 /No"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Followup","08/24/2009","3-501.16 /No"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Followup","09/01/2009","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","08/12/2010","4-501.114 /No"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Followup","08/23/2010","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","08/08/2011","None"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","08/01/2012","5-204.11 /Yes"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","07/24/2013","3-501.16 /Yes"
"Armand's Pizza","Route One & West Way, Suites H & I","Bethany Beach","19930","Sussex","Routine","06/25/2015","4-502.11 /Yes"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/16/2007","2-201.11 , 3-301.11 , 4-602.11"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/17/2007","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","02/09/2007","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","06/13/2007","2-401.11 , 3-306.13 , 3-501.16 , 3-501.17 , 4-602.11 , 7-201.11"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","06/24/2007","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Other","11/06/2007","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","07/30/2008","3-501.16 /No, 4-202.11 /No, 5-205.15 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","08/11/2008","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","05/18/2009","2-102.11 /Yes, 3-301.11 /Yes, 3-501.17 /No, 4-202.11 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","05/29/2009","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","11/24/2009","4-202.11 /No, 5-205.15 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","12/07/2009","4-202.11 /No, 5-205.15 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Complaint","02/15/2010","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","07/07/2010","3-501.16 /No, 4-202.11 /No, 5-205.15 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","07/23/2010","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/11/2011","5-205.15 /No, 3-501.16 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","01/21/2011","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","07/05/2011","3-501.14 /No, 5-205.14 /No, 5-403.11 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","07/13/2011","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/04/2012","6-301.11 /No, 6-301.12 /No, 3-302.11 /No, 4-602.11 /No, 4-204.11 /No, 5-205.15 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Complaint","01/04/2012","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","01/11/2012","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","01/11/2012","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","06/04/2012","4-501.114 /No, 5-102.12 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Other","06/04/2012","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","06/13/2012","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/15/2013","5-403.11 /No, 3-501.16 /No, 5-205.14 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","01/28/2013","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Complaint","02/20/2013","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","07/13/2013","6-301.11 /No, 4-601.11 /No, 5-205.15 /No, 6-301.12 /No, 3-501.16 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","07/18/2013","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","01/07/2014","5-205.11 /No, 6-301.11 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","01/14/2014","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","06/23/2014","6-301.11 /Yes, 6-301.12 /Yes, 3-501.16 /No, 5-205.15 /No, 4-601.11 /Yes"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Complaint","12/19/2014","6-501.15 /No, 7-201.11 /No, 3-302.13 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","12/23/2014","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Complaint","02/02/2015","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Followup","02/16/2015","None"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","06/12/2015","3-501.19 /No, 5-304.11 /No, 3-502.11 /No"
"Arner's Family Restaurant","201 North Dupont Highway","New Castle","19720","New Castle County","Routine","06/22/2015","None"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Routine","03/26/2009","None"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Routine","04/20/2009","2-301.14 /No, 3-501.16 /Yes, 7-101.11 /Yes"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Routine","09/04/2009","3-304.11 /No, 3-501.17 /No, 5-205.15 /No, 7-101.11 /No"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Followup","09/15/2009","None"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Routine","03/01/2010","None"
"Arner's Restaurant & Bakery","689 Naaman's Road","Claymont","19703","New Castle County","Followup","07/19/2012","None"
"Arnie's Place","29-A Commerce Street","Harrington","19952","Kent","Other","04/18/2008","None"
"Arnie's Place","29-A Commerce Street","Harrington","19952","Kent","Routine","08/20/2008","None"
"Arnie's Place","29-A Commerce Street","Harrington","19952","Kent","Followup","09/03/2008","None"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Other","08/21/2009","None"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Routine","04/29/2010","None"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Routine","11/09/2010","6-501.111 /No"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Followup","11/16/2010","None"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Complaint","10/11/2011","None"
"Arnold Elementary","950 Center Road","Dover","19901","Kent","Routine","03/12/2012","None"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","04/24/2007","3-301.11 , 3-501.17"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Followup","05/01/2007","None"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","10/27/2008","None"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","05/20/2009","5-205.15 /No"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","07/23/2009","5-205.15 /No"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","01/28/2010","None"
"Arsenal At Old New Castle, The","30 Market Street","New Castle","19720","New Castle County","Routine","09/01/2010","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","06/06/2007","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Complaint","09/26/2007","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","09/18/2008","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","10/16/2009","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","09/16/2010","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","08/25/2011","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","08/15/2012","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","08/01/2013","None"
"Artful Bean","20 Pennsylvania Avenue","Bethany Beach","19930","Sussex","Routine","07/15/2014","None"
"Arthur Treacher's","530 J.F.K. Memorial Highway","Newark","19702","New Castle County","Routine","09/11/2007","3-301.11 /Yes, 4-702.11 /Yes"
"Arthur Treacher's","530 J.F.K. Memorial Highway","Newark","19702","New Castle County","Routine","12/04/2008","None"
"Arthur Treacher's","530 J.F.K. Memorial Highway","Newark","19702","New Castle County","Routine","06/23/2009","3-501.16 /No"
"Arthur Treacher's","530 J.F.K. Memorial Highway","Newark","19702","New Castle County","Followup","07/06/2009","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","04/12/2007","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","04/01/2008","5-103.11 /No"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Followup","04/16/2008","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","03/03/2009","3-501.17 /Yes"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","08/24/2009","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","02/02/2010","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","08/13/2010","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","02/02/2011","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","07/21/2011","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","01/03/2012","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","01/10/2012","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","06/20/2012","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","12/12/2012","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","05/22/2013","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","11/08/2013","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","11/13/2014","None"
"Asbury Methodist Church","300 Basin Road","New Castle","19720","New Castle County","Routine","05/14/2015","None"
"Asbury United Methodist Church","PO Box 330","Smyrna","19977","Kent","Routine","02/20/2007","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/10/2007","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Other","08/10/2007","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/09/2008","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/15/2009","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/08/2010","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/12/2011","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/02/2012","4-702.11 /No, 5-403.11 /No, 4-501.114 /No"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Followup","07/09/2012","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","06/27/2013","None"
"Asbury United Methodist Church (K980038)","200 Weiner Avenue","Harrington","19952","Kent","Routine","07/07/2015","None"
"Ashbourne Swim Club Snack Bar","Darley & Carpenter Roads","Claymont","19703","New Castle County","Routine","06/07/2007","None"
"Ashbourne Swim Club Snack Bar","Darley & Carpenter Roads","Claymont","19703","New Castle County","Routine","07/01/2008","None"
"Ashbourne Swim Club, Inc.","900 Darley Road","Wilmington","19810","New Castle County","Routine","06/29/2009","None"
"Ashbourne Swim Club, Inc.","900 Darley Road","Wilmington","19810","New Castle County","Routine","06/30/2010","None"
"Ashbourne Swim Club, Inc.","900 Darley Road","Wilmington","19810","New Castle County","Routine","06/20/2011","None"
"Ashbourne Swim Club, Inc.","900 Darley Road","Wilmington","19810","New Castle County","Routine","06/21/2012","None"
